2,6,2,6,0,0,0,0,0,0
2,2,5,6,1,6,1,1,0,0
0,0,5,4,4,4,1,4,0,0
0,0,5,8,5,8,7,8,3,3
0,0,0,0,0,0,7,3,7,3
