4,6,4,4,4,3,0,0,0,0
6,6,1,1,1,3,3,3,0,0
6,2,1,2,8,5,8,5,8,5
0,0,2,2,7,5,0,0,0,0
0,0,0,0,7,7,0,0,0,0
