2,2,0,0,0,0,0,0,7,7
6,2,6,2,0,0,0,0,0,0
8,5,6,5,6,1,1,1,4,4
8,5,0,0,0,0,3,1,3,4
8,5,0,0,0,0,0,0,3,3
