0,0,5,3,3,3,0,0,0,0
7,8,5,8,3,8,0,0,0,0
7,7,5,5,6,4,6,6,2,6
0,0,0,0,4,4,1,2,2,2
0,0,0,0,1,4,1,1,0,0
