4,6,4,4,4,2,2,2,0,0
6,6,1,1,1,2,0,0,0,0
6,3,1,3,8,5,8,5,8,5
3,3,0,0,7,5,0,0,0,0
0,0,0,0,7,7,0,0,0,0
