7,6,6,6,6,4,4,4,1,4
7,5,7,5,0,0,1,8,1,1
2,2,2,5,0,0,3,8,3,3
0,0,2,5,0,0,1,8,0,0
0,0,0,0,0,0,0,0,0,0
