8,2,2,2,1,1,4,1,0,0
8,2,0,0,4,1,4,6,0,0
8,7,3,3,3,6,4,6,0,0
7,7,5,3,5,6,5,5,0,0
0,0,0,0,0,0,0,0,0,0
