0,0,0,0,3,3,0,0,0,0
2,2,7,6,3,6,3,1,1,1
7,2,7,2,5,6,5,6,5,1
0,0,0,0,5,4,0,0,0,0
0,0,8,4,8,4,8,4,0,0
